,articleNo,token (raw text),token (lowercase),lemma,POS,entity IOB,entity type
5824,429,Superconductivity,superconductivity,Superconductivity,NNP,O,
5825,429,in,in,in,IN,O,
5826,429,Q2D,q2d,Q2D,NNP,B,ORG
5827,429,Organic,organic,Organic,NNP,I,ORG
5828,429,Conductors,conductors,Conductors,NNP,I,ORG
5829,430,Commerce,commerce,commerce,NN,O,
5830,430,and,and,and,CC,O,
5831,430,circulation,circulation,circulation,NN,O,
5832,430,of,of,of,IN,O,
5833,430,books,books,book,NNS,O,
5834,430,between,between,between,IN,O,
5835,430,France,france,France,NNP,B,GPE
5836,430,and,and,and,CC,O,
5837,430,Portugal,portugal,Portugal,NNP,B,GPE
5838,430,at,at,at,IN,O,
5839,430,the,the,the,DT,O,
5840,430,turn,turn,turn,NN,O,
5841,430,of,of,of,IN,O,
5842,430,the,the,the,DT,O,
5843,430,18(th,18(th,18(th,NN,B,CARDINAL
5844,430,),),),-RRB-,O,
5845,430,to,to,to,IN,O,
5846,430,the,the,the,DT,O,
5847,430,19(th,19(th,19(th,CD,O,
5848,430,),),),-RRB-,O,
5849,430,Century,century,Century,NNP,O,
5850,430,or,or,or,CC,O,
5851,430,When,when,when,WRB,O,
5852,430,the,the,the,DT,O,
5853,430,British,british,british,JJ,B,NORP
5854,430,threw,threw,throw,VBD,O,
5855,430,books,books,book,NNS,O,
5856,430,overboard,overboard,overboard,RB,O,
5857,431,THE,the,the,DT,B,ORG
5858,431,CENTRIFUGAL,centrifugal,CENTRIFUGAL,NNP,I,ORG
5859,431,FORCE,force,FORCE,NNP,I,ORG
5860,431,OF,of,of,IN,I,ORG
5861,431,THE,the,the,DT,I,ORG
5862,431,HISTORY,history,history,NN,I,ORG
5863,431,OF,of,of,IN,I,ORG
5864,431,THE,the,the,DT,I,ORG
5865,431,BOOK,book,BOOK,NNP,I,ORG
5866,432,The,the,the,DT,B,ORG
5867,432,Economics,economics,Economics,NNP,I,ORG
5868,432,of,of,of,IN,I,ORG
5869,432,the,the,the,DT,I,ORG
5870,432,Jiaxing,jiaxing,Jiaxing,NNP,I,ORG
5871,432,Edition,edition,Edition,NNP,I,ORG
5872,432,of,of,of,IN,I,ORG
5873,432,the,the,the,DT,I,ORG
5874,432,Buddhist,buddhist,Buddhist,NNP,I,ORG
5875,432,Tripitaka,tripitaka,Tripitaka,NNP,I,ORG
5876,433,Back,back,back,RB,O,
5877,433,to,to,to,IN,O,
5878,433,the,the,the,DT,O,
5879,433,future,future,future,NN,O,
5880,433,",",",",",",",",O,
5881,433,ahead,ahead,ahead,RB,O,
5882,433,to,to,to,IN,O,
5883,433,the,the,the,DT,O,
5884,433,past,past,past,NN,O,
5885,433,.,.,.,.,O,
5886,433,Film,film,film,NN,O,
5887,433,and,and,and,CC,O,
5888,433,history,history,history,NN,O,
5889,433,:,:,:,:,O,
5890,433,A,a,a,DT,O,
5891,433,status,status,status,NN,O,
5892,433,quaestionis,quaestionis,quaestioni,NNS,O,
5893,434,Film,film,film,NN,O,
5894,434,and,and,and,CC,O,
5895,434,history,history,history,NN,O,
5896,434,:,:,:,:,O,
5897,434,Robert,robert,Robert,NNP,B,PERSON
5898,434,A.,a.,A.,NNP,I,PERSON
5899,434,Rosenstone,rosenstone,Rosenstone,NNP,I,PERSON
5900,434,and,and,and,CC,O,
5901,434,',',',``,O,
5902,434,History,history,history,NN,O,
5903,434,on,on,on,IN,O,
5904,434,Film,film,Film,NNP,O,
5905,434,/,/,/,SYM,O,
5906,434,Film,film,Film,NNP,O,
5907,434,on,on,on,IN,O,
5908,434,History,history,history,NN,O,
5909,434,',',','',O,
5910,435,Critical,critical,critical,JJ,O,
5911,435,approaches,approaches,approach,NNS,O,
5912,435,to,to,to,IN,O,
5913,435,the,the,the,DT,O,
5914,435,history,history,history,NN,O,
5915,435,film,film,film,NN,O,
5916,435,-,-,-,HYPH,O,
5917,435,A,a,a,DT,O,
5918,435,field,field,field,NN,O,
5919,435,in,in,in,IN,O,
5920,435,search,search,search,NN,O,
5921,435,of,of,of,IN,O,
5922,435,a,a,a,DT,O,
5923,435,methodology,methodology,methodology,NN,O,
5924,435,(,(,(,-LRB-,O,
5925,435,Robert,robert,Robert,NNP,B,PERSON
5926,435,Rosenstone,rosenstone,Rosenstone,NNP,I,PERSON
5927,435,),),),-RRB-,O,
5928,436,Teaching,teaching,teach,VBG,O,
5929,436,bibliography,bibliography,bibliography,NN,O,
5930,436,",",",",",",",",O,
5931,436,textual,textual,textual,JJ,O,
5932,436,criticism,criticism,criticism,NN,O,
5933,436,",",",",",",",",O,
5934,436,and,and,and,CC,O,
5935,436,book,book,book,NN,O,
5936,436,history,history,history,NN,O,
5937,437,Publishing,publishing,publish,VBG,O,
5938,437,in,in,in,IN,O,
5939,437,the,the,the,DT,B,EVENT
5940,437,First,first,First,NNP,I,EVENT
5941,437,World,world,World,NNP,I,EVENT
5942,437,War,war,War,NNP,I,EVENT
5943,437,-,-,-,HYPH,I,EVENT
5944,437,Essays,essays,Essays,NNPS,I,EVENT
5945,437,in,in,in,IN,O,
5946,437,book,book,book,NN,O,
5947,437,history,history,history,NN,O,
5948,438,The,the,the,DT,O,
5949,438,printed,printed,printed,JJ,O,
5950,438,world,world,world,NN,O,
5951,438,:,:,:,:,O,
5952,438,Books,books,book,NNS,O,
5953,438,",",",",",",",",O,
5954,438,publishing,publishing,publishing,NN,O,
5955,438,culture,culture,culture,NN,O,
5956,438,",",",",",",",",O,
5957,438,and,and,and,CC,O,
5958,438,society,society,society,NN,O,
5959,438,in,in,in,IN,O,
5960,438,late,late,late,JJ,O,
5961,438,imperial,imperial,imperial,JJ,O,
5962,438,China,china,China,NNP,B,GPE
5963,439,Teaching,teaching,teach,VBG,O,
5964,439,bibliography,bibliography,bibliography,NN,O,
5965,439,",",",",",",",",O,
5966,439,textual,textual,textual,JJ,O,
5967,439,criticism,criticism,criticism,NN,O,
5968,439,",",",",",",",",O,
5969,439,and,and,and,CC,O,
5970,439,book,book,book,NN,O,
5971,439,history,history,history,NN,O,
5972,439,.,.,.,.,O,
5973,440,Teaching,teaching,teach,VBG,O,
5974,440,bibliography,bibliography,bibliography,NN,O,
5975,440,",",",",",",",",O,
5976,440,textual,textual,textual,JJ,O,
5977,440,criticism,criticism,criticism,NN,O,
5978,440,and,and,and,CC,O,
5979,440,book,book,book,NN,O,
5980,440,history,history,history,NN,O,
5981,441,DEBORA,debora,debora,NN,O,
5982,441,:,:,:,:,O,
5983,441,digital,digital,digital,JJ,O,
5984,441,AccEss,access,AccEss,NNP,O,
5985,441,to,to,to,IN,O,
5986,441,BOoks,books,BOoks,NNP,O,
5987,441,of,of,of,IN,O,
5988,441,the,the,the,DT,O,
5989,441,RenAissance,renaissance,RenAissance,NNP,B,ORG
5990,442,From,from,from,IN,O,
5991,442,part,part,part,NN,O,
5992,442,of,of,of,IN,O,
5993,442,the,the,the,DT,O,
5994,442,book,book,book,NN,O,
5995,442,.,.,.,.,O,
5996,442,History,history,history,NN,O,
5997,442,of,of,of,IN,O,
5998,442,the,the,the,DT,O,
5999,442,transmission,transmission,transmission,NN,O,
6000,442,of,of,of,IN,O,
6001,442,the,the,the,DT,O,
6002,442,classics,classics,classic,NNS,O,
6003,443,An,an,an,DT,O,
6004,443,introduction,introduction,introduction,NN,O,
6005,443,to,to,to,IN,O,
6006,443,book,book,book,NN,O,
6007,443,history,history,history,NN,O,
6008,443,.,.,.,.,O,
6009,444,Publishing,publishing,publish,VBG,O,
6010,444,in,in,in,IN,O,
6011,444,the,the,the,DT,B,EVENT
6012,444,First,first,First,NNP,I,EVENT
6013,444,World,world,World,NNP,I,EVENT
6014,444,War,war,War,NNP,I,EVENT
6015,444,Essays,essays,Essays,NNPS,I,EVENT
6016,444,in,in,in,IN,I,EVENT
6017,444,Book,book,Book,NNP,I,EVENT
6018,444,History,history,History,NNP,I,EVENT
6019,444,Introduction,introduction,introduction,NN,I,EVENT
6020,445,Publishing,publishing,publish,VBG,O,
6021,445,in,in,in,IN,O,
6022,445,the,the,the,DT,B,EVENT
6023,445,First,first,First,NNP,I,EVENT
6024,445,World,world,World,NNP,I,EVENT
6025,445,War,war,War,NNP,I,EVENT
6026,445,:,:,:,:,I,EVENT
6027,445,Essays,essays,essay,NNS,O,
6028,445,in,in,in,IN,O,
6029,445,Book,book,Book,NNP,O,
6030,445,History,history,History,NNP,O,
6031,446,History,history,history,NN,O,
6032,446,of,of,of,IN,O,
6033,446,the,the,the,DT,O,
6034,446,book,book,book,NN,O,
6035,446,",",",",",",",",O,
6036,446,history,history,history,NN,O,
6037,446,by,by,by,IN,O,
6038,446,the,the,the,DT,O,
6039,446,book,book,book,NN,O,
6040,447,The,the,the,DT,O,
6041,447,growing,growing,grow,VBG,O,
6042,447,field,field,field,NN,O,
6043,447,of,of,of,IN,O,
6044,447,book,book,book,NN,O,
6045,447,history,history,history,NN,O,
6046,448,Rethinking,rethinking,rethink,VBG,O,
6047,448,the,the,the,DT,O,
6048,448,print,print,print,NN,O,
6049,448,object,object,object,NN,O,
6050,448,:,:,:,:,O,
6051,448,Goethe,goethe,Goethe,NNP,O,
6052,448,and,and,and,CC,O,
6053,448,the,the,the,DT,O,
6054,448,book,book,book,NN,O,
6055,448,of,of,of,IN,O,
6056,448,everything,everything,everything,NN,O,
6057,449,Ideas,ideas,idea,NNS,O,
6058,449,of,of,of,IN,O,
6059,449,the,the,the,DT,O,
6060,449,book,book,book,NN,O,
6061,449,and,and,and,CC,O,
6062,449,histories,histories,history,NNS,O,
6063,449,of,of,of,IN,O,
6064,449,literature,literature,literature,NN,O,
6065,449,:,:,:,:,O,
6066,449,After,after,after,IN,O,
6067,449,theory,theory,theory,NN,O,
6068,449,?,?,?,.,O,
6069,450,Towards,towards,towards,IN,O,
6070,450,an,an,an,DT,O,
6071,450,agenda,agenda,agenda,NN,O,
6072,450,for,for,for,IN,O,
6073,450,imperial,imperial,imperial,JJ,O,
6074,450,and,and,and,CC,O,
6075,450,post,post,post,JJ,O,
6076,450,-,-,-,JJ,O,
6077,450,imperial,imperial,imperial,JJ,O,
6078,450,book,book,book,NN,O,
6079,450,history,history,history,NN,O,
6080,450,in,in,in,IN,O,
6081,450,India,india,India,NNP,B,GPE
6082,450,and,and,and,CC,O,
6083,450,anglophone,anglophone,anglophone,JJ,O,
6084,450,sub,sub,sub,JJ,O,
6085,450,-,-,-,JJ,O,
6086,450,Saharan,saharan,Saharan,NNP,O,
6087,450,Africa,africa,Africa,NNP,O,
6088,451,Book,book,book,NN,O,
6089,451,history,history,history,NN,O,
6090,451,in,in,in,IN,O,
6091,451,southern,southern,southern,JJ,O,
6092,451,Africa,africa,Africa,NNP,B,LOC
6093,451,:,:,:,:,O,
6094,451,What,what,what,WP,O,
6095,451,is,is,be,VBZ,O,
6096,451,it,it,it,PRP,O,
6097,451,and,and,and,CC,O,
6098,451,why,why,why,WRB,O,
6099,451,should,should,should,MD,O,
6100,451,it,it,it,PRP,O,
6101,451,interest,interest,interest,VB,O,
6102,451,historians,historians,historian,NNS,O,
6103,451,?,?,?,.,O,
6104,452,Book,book,book,NN,O,
6105,452,history,history,history,NN,O,
6106,452,",",",",",",",",O,
6107,452,library,library,library,NN,O,
6108,452,history,history,history,NN,O,
6109,452,and,and,and,CC,O,
6110,452,South,south,South,NNP,B,GPE
6111,452,Africa,africa,Africa,NNP,I,GPE
6112,452,'s,'s,'s,POS,I,GPE
6113,452,reading,reading,reading,NN,O,
6114,452,culture,culture,culture,NN,O,
6115,453,Book,book,book,NN,O,
6116,453,history,history,history,NN,O,
6117,453,",",",",",",",",O,
6118,453,publishing,publishing,publish,VBG,O,
6119,453,research,research,research,NN,O,
6120,453,and,and,and,CC,O,
6121,453,production,production,production,NN,O,
6122,453,figures,figures,figure,NNS,O,
6123,453,:,:,:,:,O,
6124,453,The,the,the,DT,O,
6125,453,case,case,case,NN,O,
6126,453,of,of,of,IN,O,
6127,453,afrikaans,afrikaans,afrikaans,NNPS,O,
6128,453,fiction,fiction,fiction,NN,O,
6129,453,production,production,production,NN,O,
6130,453,during,during,during,IN,O,
6131,453,the,the,the,DT,O,
6132,453,transitional,transitional,transitional,JJ,O,
6133,453,period,period,period,NN,O,
6134,453,1990,1990,1990,CD,O,
6135,453,-,-,-,SYM,O,
6136,453,2003,2003,2003,CD,O,
6137,454,The,the,the,DT,O,
6138,454,book,book,book,NN,O,
6139,454,history,history,history,NN,O,
6140,454,reader,reader,reader,NN,O,
6141,454,.,.,.,.,O,
6142,455,Layout,layout,layout,NN,O,
6143,455,of,of,of,IN,O,
6144,455,the,the,the,DT,O,
6145,455,religious,religious,religious,JJ,O,
6146,455,book,book,book,NN,O,
6147,455,",",",",",",",",O,
6148,455,XIIIth,xiiith,XIIIth,NNP,O,
6149,455,-,-,-,HYPH,O,
6150,455,XXth,xxth,XXth,NNP,O,
6151,455,century,century,century,NN,O,
6152,455,:,:,:,:,O,
6153,455,documents,documents,document,NNS,O,
6154,455,of,of,of,IN,O,
6155,455,the,the,the,DT,O,
6156,455,day,day,day,NN,O,
6157,455,study,study,study,NN,O,
6158,455,of,of,of,IN,O,
6159,455,the,the,the,DT,B,ORG
6160,455,Institute,institute,Institute,NNP,I,ORG
6161,455,of,of,of,IN,I,ORG
6162,455,the,the,the,DT,I,ORG
6163,455,Book,book,Book,NNP,I,ORG
6164,455,History,history,History,NNP,I,ORG
6165,455,organized,organized,organize,VBN,O,
6166,455,by,by,by,IN,O,
6167,455,the,the,the,DT,B,ORG
6168,455,National,national,National,NNP,I,ORG
6169,455,School,school,School,NNP,I,ORG
6170,455,of,of,of,IN,I,ORG
6171,455,Charters,charters,Charters,NNP,I,ORG
6172,455,(,(,(,-LRB-,O,
6173,455,Paris,paris,Paris,NNP,B,GPE
6174,455,",",",",",",",",O,
6175,455,13,13,13,CD,B,DATE
6176,455,December,december,December,NNP,I,DATE
6177,455,2001,2001,2001,CD,I,DATE
6178,455,),),),-RRB-,O,
6179,456,From,from,from,IN,O,
6180,456,the,the,the,DT,O,
6181,456,party,party,party,NN,O,
6182,456,to,to,to,IN,O,
6183,456,the,the,the,DT,O,
6184,456,book,book,book,NN,O,
6185,456,.,.,.,.,O,
6186,456,History,history,history,NN,O,
6187,456,of,of,of,IN,O,
6188,456,the,the,the,DT,O,
6189,456,transmission,transmission,transmission,NN,O,
6190,456,of,of,of,IN,O,
6191,456,the,the,the,DT,O,
6192,456,classics,classics,classic,NNS,O,
6193,456,.,.,.,.,O,
6194,457,From,from,from,IN,O,
6195,457,the,the,the,DT,O,
6196,457,chapter,chapter,chapter,NN,O,
6197,457,of,of,of,IN,O,
6198,457,the,the,the,DT,O,
6199,457,book,book,book,NN,O,
6200,457,.,.,.,.,O,
6201,457,History,history,history,NN,O,
6202,457,of,of,of,IN,O,
6203,457,the,the,the,DT,O,
6204,457,transmissions,transmissions,transmission,NNS,O,
6205,457,of,of,of,IN,O,
6206,457,the,the,the,DT,O,
6207,457,classics,classics,classic,NNS,O,
6208,457,.,.,.,.,O,
6209,458,Working,working,work,VBG,O,
6210,458,with,with,with,IN,O,
6211,458,old,old,old,JJ,O,
6212,458,maps,maps,map,NNS,O,
6213,458,:,:,:,:,O,
6214,458,Charting,charting,chart,VBG,O,
6215,458,the,the,the,DT,O,
6216,458,reception,reception,reception,NN,O,
6217,458,and,and,and,CC,O,
6218,458,legacy,legacy,legacy,NN,O,
6219,458,of,of,of,IN,O,
6220,458,Blaeu,blaeu,Blaeu,NNP,B,GPE
6221,458,'s,'s,'s,POS,O,
6222,458,1654,1654,1654,CD,B,DATE
6223,458,Atlas,atlas,Atlas,NNP,B,ORG
6224,458,Novus,novus,Novus,NNP,I,ORG
6225,459,Book,book,book,NN,O,
6226,459,history,history,history,NN,O,
6227,459,",",",",",",",",O,
6228,459,sexy,sexy,sexy,JJ,O,
6229,459,knowledge,knowledge,knowledge,NN,O,
6230,459,",",",",",",",",O,
6231,459,and,and,and,CC,O,
6232,459,the,the,the,DT,O,
6233,459,challenge,challenge,challenge,NN,O,
6234,459,of,of,of,IN,O,
6235,459,the,the,the,DT,O,
6236,459,new,new,new,JJ,O,
6237,459,boredom,boredom,boredom,NN,O,
6238,459,(,(,(,-LRB-,O,
6239,459,Review,review,review,NN,O,
6240,459,essay,essay,essay,NN,O,
6241,459,),),),-RRB-,O,
6242,460,A,a,a,DT,O,
6243,460,common,common,common,JJ,O,
6244,460,ground,ground,ground,NN,O,
6245,460,?,?,?,.,O,
6246,460,Book,book,book,NN,O,
6247,460,prize,prize,prize,NN,O,
6248,460,culture,culture,culture,NN,O,
6249,460,in,in,in,IN,O,
6250,460,Europe,europe,Europe,NNP,B,LOC
6251,461,Introduction,introduction,introduction,NN,O,
6252,461,(,(,(,-LRB-,O,
6253,461,New,new,new,JJ,O,
6254,461,scholarship,scholarship,scholarship,NN,O,
6255,461,in,in,in,IN,O,
6256,461,book,book,book,NN,O,
6257,461,history,history,history,NN,O,
6258,461,and,and,and,CC,O,
6259,461,print,print,print,NN,O,
6260,461,culture,culture,culture,NN,O,
6261,461,),),),-RRB-,O,
6262,462,Regarding,regarding,regard,VBG,O,
6263,462,the,the,the,DT,O,
6264,462,prints,prints,print,NNS,O,
6265,462,and,and,and,CC,O,
6266,462,lectures,lectures,lecture,NNS,O,
6267,462,in,in,in,IN,O,
6268,462,Baeza,baeza,Baeza,NNP,B,PERSON
6269,462,from,from,from,IN,O,
6270,462,the,the,the,DT,B,DATE
6271,462,XVI,xvi,XVI,NNP,I,DATE
6272,462,century,century,century,NN,I,DATE
6273,462,",",",",",",",",O,
6274,462,(,(,(,-LRB-,O,
6275,462,Salamanca,salamanca,Salamanca,NNP,B,ORG
6276,462,",",",",",",",",O,
6277,462,Semyr,semyr,Semyr,NNP,B,GPE
6278,462,",",",",",",",",O,
6279,462,2001,2001,2001,CD,B,DATE
6280,462,),),),-RRB-,O,
6281,463,Historicizing,historicizing,historicize,VBG,O,
6282,463,communities,communities,community,NNS,O,
6283,463,of,of,of,IN,O,
6284,463,reading,reading,reading,NN,O,
6285,463,in,in,in,IN,O,
6286,463,the,the,the,DT,B,DATE
6287,463,long,long,long,JJ,I,DATE
6288,463,eighteenth,eighteenth,eighteenth,JJ,I,DATE
6289,463,century,century,century,NN,I,DATE
6290,463,:,:,:,:,O,
6291,463,A,a,a,DT,O,
6292,463,report,report,report,NN,O,
6293,463,from,from,from,IN,O,
6294,463,the,the,the,DT,O,
6295,463,classroom,classroom,classroom,NN,O,
6296,464,Re,re,re,NN,O,
6297,464,-,-,-,JJ,O,
6298,464,reading,reading,reading,JJ,O,
6299,464,reading,reading,reading,NN,O,
6300,464,in,in,in,IN,O,
6301,464,eighteenth,eighteenth,eighteenth,JJ,B,DATE
6302,464,-,-,-,HYPH,I,DATE
6303,464,century,century,century,NN,I,DATE
6304,464,literary,literary,literary,JJ,O,
6305,464,criticism,criticism,criticism,NN,O,
6306,465,The,the,the,DT,O,
6307,465,boulevard,boulevard,boulevard,NN,O,
6308,465,book,book,book,NN,O,
6309,465,:,:,:,:,O,
6310,465,History,history,history,NN,O,
6311,465,",",",",",",",",O,
6312,465,evolution,evolution,evolution,NN,O,
6313,465,",",",",",",",",O,
6314,465,design,design,design,NN,O,
6315,465,of,of,of,IN,O,
6316,465,multiway,multiway,multiway,NNP,O,
6317,465,boulevards,boulevards,boulevard,NNS,O,
6318,466,Memory,memory,memory,NN,O,
6319,466,and,and,and,CC,O,
6320,466,the,the,the,DT,O,
6321,466,history,history,history,NN,O,
6322,466,of,of,of,IN,O,
6323,466,geographical,geographical,geographical,JJ,O,
6324,466,knowledge,knowledge,knowledge,NN,O,
6325,466,:,:,:,:,O,
6326,466,the,the,the,DT,O,
6327,466,commemoration,commemoration,commemoration,NN,O,
6328,466,of,of,of,IN,O,
6329,466,Mungo,mungo,Mungo,NNP,B,FAC
6330,466,Park,park,Park,NNP,I,FAC
6331,466,",",",",",",",",O,
6332,466,African,african,african,JJ,B,NORP
6333,466,explorer,explorer,explorer,NN,O,
6334,467,Perspectives,perspectives,perspective,NNS,O,
6335,467,on,on,on,IN,O,
6336,467,American,american,american,JJ,B,NORP
6337,467,book,book,book,NN,O,
6338,467,history,history,history,NN,O,
6339,467,:,:,:,:,O,
6340,467,Artifacts,artifacts,artifact,NNS,O,
6341,467,and,and,and,CC,O,
6342,467,commentary,commentary,commentary,NN,O,
6343,468,The,the,the,DT,O,
6344,468,book,book,book,NN,O,
6345,468,history,history,history,NN,O,
6346,468,reader,reader,reader,NN,O,
6347,469,Notes,notes,note,NNS,O,
6348,469,on,on,on,IN,O,
6349,469,the,the,the,DT,O,
6350,469,usefulness,usefulness,usefulness,NN,O,
6351,469,of,of,of,IN,O,
6352,469,publishing,publishing,publish,VBG,O,
6353,469,statistics,statistics,statistic,NNS,O,
6354,469,for,for,for,IN,O,
6355,469,a,a,a,DT,O,
6356,469,broader,broader,broad,JJR,O,
6357,469,South,south,south,JJ,B,NORP
6358,469,African,african,african,JJ,I,NORP
6359,469,book,book,book,NN,O,
6360,469,history,history,history,NN,O,
6361,470,American,american,American,NNP,B,ORG
6362,470,Antiquarian,antiquarian,Antiquarian,NNP,I,ORG
6363,470,Society,society,Society,NNP,I,ORG
6364,470,:,:,:,:,O,
6365,470,A,a,a,DT,O,
6366,470,comprehensive,comprehensive,comprehensive,JJ,O,
6367,470,repository,repository,repository,NN,O,
6368,470,of,of,of,IN,O,
6369,470,pre-1877,pre-1877,pre-1877,NN,O,
6370,470,American,american,american,JJ,B,NORP
6371,470,imprints,imprints,imprint,NNS,O,
6372,471,From,from,from,IN,O,
6373,471,part,part,part,NN,O,
6374,471,of,of,of,IN,O,
6375,471,the,the,the,DT,O,
6376,471,book,book,book,NN,O,
6377,471,.,.,.,.,O,
6378,471,History,history,history,NN,O,
6379,471,of,of,of,IN,O,
6380,471,the,the,the,DT,O,
6381,471,transmission,transmission,transmission,NN,O,
6382,471,of,of,of,IN,O,
6383,471,the,the,the,DT,O,
6384,471,classics,classics,classic,NNS,O,
6385,471,.,.,.,.,O,
6386,472,The,the,the,DT,O,
6387,472,boulevard,boulevard,boulevard,NN,O,
6388,472,book,book,book,NN,O,
6389,472,:,:,:,:,O,
6390,472,History,history,history,NN,O,
6391,472,",",",",",",",",O,
6392,472,evolution,evolution,evolution,NN,O,
6393,472,",",",",",",",",O,
6394,472,design,design,design,NN,O,
6395,472,of,of,of,IN,O,
6396,472,multiway,multiway,multiway,NNP,O,
6397,472,boulevards,boulevards,boulevard,NNS,O,
6398,473,Perspectives,perspectives,perspective,NNS,O,
6399,473,on,on,on,IN,O,
6400,473,American,american,american,JJ,B,NORP
6401,473,book,book,book,NN,O,
6402,473,history,history,history,NN,O,
6403,473,:,:,:,:,O,
6404,473,Artifacts,artifacts,artifact,NNS,O,
6405,473,and,and,and,CC,O,
6406,473,commentary,commentary,commentary,NN,O,
6407,473,.,.,.,.,O,
6408,474,Perspectives,perspectives,perspective,NNS,O,
6409,474,on,on,on,IN,O,
6410,474,American,american,american,JJ,B,NORP
6411,474,book,book,book,NN,O,
6412,474,history,history,history,NN,O,
6413,474,:,:,:,:,O,
6414,474,Artifacts,artifacts,artifact,NNS,O,
6415,474,and,and,and,CC,O,
6416,474,commentary,commentary,commentary,NN,O,
6417,474,.,.,.,.,O,
6418,475,Recent,recent,recent,JJ,O,
6419,475,publications,publications,publication,NNS,O,
6420,475,of,of,of,IN,O,
6421,475,interest,interest,interest,NN,O,
6422,475,(,(,(,-LRB-,O,
6423,475,Bibliography,bibliography,Bibliography,NNP,B,ORG
6424,475,",",",",",",",",O,
6425,475,book,book,book,NN,O,
6426,475,history,history,history,NN,O,
6427,475,",",",",",",",",O,
6428,475,printing,printing,printing,NN,O,
6429,475,),),),-RRB-,O,
6430,476,Political,political,political,JJ,O,
6431,476,ritual,ritual,ritual,NN,O,
6432,476,as,as,as,IN,O,
6433,476,performance,performance,performance,NN,O,
6434,476,:,:,:,:,O,
6435,476,The,the,the,DT,O,
6436,476,royal,royal,royal,JJ,O,
6437,476,entries,entries,entry,NNS,O,
6438,476,of,of,of,IN,O,
6439,476,the,the,the,DT,O,
6440,476,kings,kings,king,NNS,O,
6441,476,of,of,of,IN,O,
6442,476,France,france,France,NNP,B,GPE
6443,477,News,news,news,NN,O,
6444,477,and,and,and,CC,O,
6445,477,comment,comment,comment,NN,O,
6446,477,for,for,for,IN,O,
6447,477,book,book,book,NN,O,
6448,477,history,history,history,NN,O,
6449,477,and,and,and,CC,O,
6450,477,book,book,book,NN,O,
6451,477,collecting,collecting,collect,VBG,O,
6452,477,(,(,(,-LRB-,O,
6453,477,Shakespeare,shakespeare,Shakespeare,NNP,B,PERSON
6454,477,',',',``,O,
6455,477,First,first,First,NNP,O,
6456,477,Folio,folio,Folio,NNP,O,
6457,477,',',',POS,O,
6458,477,",",",",",",",",O,
6459,477,new,new,new,JJ,O,
6460,477,books,books,book,NNS,O,
6461,477,",",",",",",",",O,
6462,477,sales,sales,sale,NNS,O,
6463,477,),),),-RRB-,O,
6464,478,Recent,recent,recent,JJ,O,
6465,478,books,books,book,NNS,O,
6466,478,-,-,-,HYPH,O,
6467,478,Russia,russia,Russia,NNP,B,GPE
6468,478,",",",",",",",",O,
6469,478,Baltic,baltic,Baltic,NNP,B,NORP
6470,478,",",",",",",",",O,
6471,478,Eastern,eastern,Eastern,NNP,B,ORG
6472,478,and,and,and,CC,O,
6473,478,Central,central,Central,NNP,B,LOC
6474,478,Europe,europe,Europe,NNP,I,LOC
6475,478,(,(,(,-LRB-,O,
6476,478,Printing,printing,Printing,NNP,O,
6477,478,",",",",",",",",O,
6478,478,publishing,publishing,publishing,NN,O,
6479,478,",",",",",",",",O,
6480,478,book,book,book,NN,O,
6481,478,history,history,history,NN,O,
6482,478,),),),-RRB-,O,
6483,479,Recent,recent,recent,JJ,O,
6484,479,periodicals,periodicals,periodical,NNS,O,
6485,479,-,-,-,:,O,
6486,479,Germany,germany,Germany,NNP,O,
6487,479,",",",",",",",",O,
6488,479,The,the,the,DT,B,ORG
6489,479,Low,low,Low,NNP,I,ORG
6490,479,Countries,countries,Countries,NNPS,I,ORG
6491,479,(,(,(,-LRB-,I,ORG
6492,479,Printing,printing,printing,NN,I,ORG
6493,479,",",",",",",",",O,
6494,479,publishing,publishing,publishing,NN,O,
6495,479,",",",",",",",",O,
6496,479,book,book,book,NN,O,
6497,479,history,history,history,NN,O,
6498,479,),),),-RRB-,O,
